video_id,video_timestamp,video_duration,video_locationcreated,suggested_words,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,video_stickers,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount,author_verified
7179705238230732075,2022-12-21T15:43:25,29.0,US,"trumps taxes, Green Screen Videos, Shane Gillis Trump, Tax Man, Green Screen Video Effect, donald trump drinker, Fanum Tax Returns Agent, alix earle trump response",18600.0,831.0,3775.0,385000.0,Not surprised! #greenscreen #greenscreenvideo #fyp ,False,,harryjsisson,Harry,,,,,,True
7331213276577025322,2024-02-02T22:32:12,47.0,US,,276.0,18.0,255.0,50400.0,Replying to @Tina Connell580 #greenscreen #taxes #taxreturn #taxrefund ,False,,__ninzim,__ninzim,,,,,,False
7330267638679096619,2024-01-31T09:22:31,65.0,US,,2680.0,420.0,381.0,182700.0,Replying to @Travel Hon Trump’s 2017 Tax Bill Changed our Taxes!  #taxtok #taxes #election2024 #2024election #election #taxrefund #taxtips #fileyourtaxes #taxnews #taxtipsandtricks ,False,,ahadthecpa,Ahad the CPA | Tax Expert,,,,,,False
7329935034205490474,2024-01-30T11:52:30,110.0,US,,6791.0,639.0,680.0,67300.0,#greenscreen trump’s tax returns and lies. #trumpstaxereturns #IRS #taxes #democratsoftiktok #lockhimup #charleslittlejohn #progressivesontiktok #lawrencek #midterms_messaging #taxes ,False,,midterms_messaging,Lawrence K.,,,,,,False
7327375522655178014,2024-01-23T14:20:24,55.0,US,,36700.0,94.0,825.0,824400.0,#trump #trump2024 #donaldtrump #president #election #trump2024🇺🇸 ,False,,zawi.movies,zawi,,,,,,False
7180511110708170027,2022-12-23T19:50:34,15.0,US,,27200.0,1828.0,2325.0,251400.0,Are we really surprised? 😂😂😂 #leftist #liberal #lgbt🏳️‍🌈 #democrat #bluewave #politics #greenscreen ,False,,airosent,airosent,,,,,,False
7183190233893096750,2022-12-31T01:07:00,115.0,US,,5775.0,256.0,1076.0,217000.0,A must watch. #politics #democrat #republican #fyp #trump #taxes #michaelcohen #msnbc #deadlinewhitehouse ,False,,karaaah,Kara,,,,,,False
7329306553809538350,2024-01-28T19:13:13,117.0,US,"trump tax bill 2017, trump tax increase 2024, child tax credit, Shane Gillis Trump, 100k salary tax refund 2024",22900.0,2475.0,1830.0,352300.0,i need y'all to educate yourselves amd stop whining! PAY ATTENTION! #taxes #taxes2024 #trumptaxplan #taxseason ,False,,mistyknight40,Sunshine-E🦋🌻,,,,,,False
7303763032574889259,2023-11-20T23:10:57,213.0,US,,7528.0,395.0,262.0,382400.0,#trump tax return will be released court ordered #fraud #taxreturn ,False,,importantnewsoftheday,News of the day!,,,,,,False
7183073471004445994,2022-12-30T17:33:48,10.0,US,,511.0,122.0,501.0,128900.0,Bruh! WHAT?!?!?! #trumptaxreturns #trumptaxes ,False,,fm_network,FMnetwork,,,,,,False
7289258243078016298,2023-10-12T22:04:58,32.0,US,"Lawyer, attorney, lawyer vs attorney, donald trump drinker, Shane Gillis Trump",5845.0,117.0,814.0,229900.0,Trump lawyer Alina Habba speaks on leaked tax returns #trump #indictment #presidenttrump #trumpindictment #lawyer ,False,,veracity.news,Veracity News,,,,,,False
7179825891655273774,2022-12-21T23:31:31,57.0,US,,6288.0,51.0,405.0,66500.0,Change the tax laws if you don’t like it. #HolidayOREOke #fyp #republican #conservative #democrat #liberal #greenscreen #trump #taxes #business ,False,,bfrashine,вяαη∂ση,,,,,,False
7179705238230732075,2022-12-21T15:43:25,29.0,US,"trumps taxes, Green Screen Videos, Shane Gillis Trump, Tax Man, Green Screen Video Effect, donald trump drinker, Fanum Tax Returns Agent, alix earle trump response",18600.0,831.0,3775.0,385000.0,Not surprised! #greenscreen #greenscreenvideo #fyp ,False,,harryjsisson,Harry,,,,,,True
7331213276577025322,2024-02-02T22:32:12,47.0,US,,276.0,18.0,255.0,50400.0,Replying to @Tina Connell580 #greenscreen #taxes #taxreturn #taxrefund ,False,,__ninzim,__ninzim,,,,,,False
7330267638679096619,2024-01-31T09:22:31,65.0,US,,2680.0,420.0,381.0,182700.0,Replying to @Travel Hon Trump’s 2017 Tax Bill Changed our Taxes!  #taxtok #taxes #election2024 #2024election #election #taxrefund #taxtips #fileyourtaxes #taxnews #taxtipsandtricks ,False,,ahadthecpa,Ahad the CPA | Tax Expert,,,,,,False
7329935034205490474,2024-01-30T11:52:30,110.0,US,,6791.0,639.0,680.0,67300.0,#greenscreen trump’s tax returns and lies. #trumpstaxereturns #IRS #taxes #democratsoftiktok #lockhimup #charleslittlejohn #progressivesontiktok #lawrencek #midterms_messaging #taxes ,False,,midterms_messaging,Lawrence K.,,,,,,False
7327375522655178014,2024-01-23T14:20:24,55.0,US,,36700.0,94.0,825.0,824400.0,#trump #trump2024 #donaldtrump #president #election #trump2024🇺🇸 ,False,,zawi.movies,zawi,,,,,,False
7180511110708170027,2022-12-23T19:50:34,15.0,US,,27200.0,1828.0,2325.0,251400.0,Are we really surprised? 😂😂😂 #leftist #liberal #lgbt🏳️‍🌈 #democrat #bluewave #politics #greenscreen ,False,,airosent,airosent,,,,,,False
7183190233893096750,2022-12-31T01:07:00,115.0,US,,5775.0,256.0,1076.0,217000.0,A must watch. #politics #democrat #republican #fyp #trump #taxes #michaelcohen #msnbc #deadlinewhitehouse ,False,,karaaah,Kara,,,,,,False
7329306553809538350,2024-01-28T19:13:13,117.0,US,"trump tax bill 2017, trump tax increase 2024, child tax credit, Shane Gillis Trump, 100k salary tax refund 2024",22900.0,2475.0,1830.0,352300.0,i need y'all to educate yourselves amd stop whining! PAY ATTENTION! #taxes #taxes2024 #trumptaxplan #taxseason ,False,,mistyknight40,Sunshine-E🦋🌻,,,,,,False
7303763032574889259,2023-11-20T23:10:57,213.0,US,,7528.0,395.0,262.0,382400.0,#trump tax return will be released court ordered #fraud #taxreturn ,False,,importantnewsoftheday,News of the day!,,,,,,False
7183073471004445994,2022-12-30T17:33:48,10.0,US,,511.0,122.0,501.0,128900.0,Bruh! WHAT?!?!?! #trumptaxreturns #trumptaxes ,False,,fm_network,FMnetwork,,,,,,False
7289258243078016298,2023-10-12T22:04:58,32.0,US,"Lawyer, attorney, lawyer vs attorney, donald trump drinker, Shane Gillis Trump",5845.0,117.0,814.0,229900.0,Trump lawyer Alina Habba speaks on leaked tax returns #trump #indictment #presidenttrump #trumpindictment #lawyer ,False,,veracity.news,Veracity News,,,,,,False
7179825891655273774,2022-12-21T23:31:31,57.0,US,,6288.0,51.0,405.0,66500.0,Change the tax laws if you don’t like it. #HolidayOREOke #fyp #republican #conservative #democrat #liberal #greenscreen #trump #taxes #business ,False,,bfrashine,вяαη∂ση,,,,,,False
7179705238230732075,2022-12-21T15:43:25,29.0,US,"trumps taxes, Green Screen Videos, Shane Gillis Trump, Tax Man, Green Screen Video Effect, donald trump drinker, Fanum Tax Returns Agent, alix earle trump response",18600.0,831.0,3775.0,385000.0,Not surprised! #greenscreen #greenscreenvideo #fyp ,False,,harryjsisson,Harry,,,,,,True
7331213276577025322,2024-02-02T22:32:12,47.0,US,,276.0,18.0,255.0,50400.0,Replying to @Tina Connell580 #greenscreen #taxes #taxreturn #taxrefund ,False,,__ninzim,__ninzim,,,,,,False
7330267638679096619,2024-01-31T09:22:31,65.0,US,,2680.0,420.0,381.0,182700.0,Replying to @Travel Hon Trump’s 2017 Tax Bill Changed our Taxes!  #taxtok #taxes #election2024 #2024election #election #taxrefund #taxtips #fileyourtaxes #taxnews #taxtipsandtricks ,False,,ahadthecpa,Ahad the CPA | Tax Expert,,,,,,False
7329935034205490474,2024-01-30T11:52:30,110.0,US,,6791.0,639.0,680.0,67300.0,#greenscreen trump’s tax returns and lies. #trumpstaxereturns #IRS #taxes #democratsoftiktok #lockhimup #charleslittlejohn #progressivesontiktok #lawrencek #midterms_messaging #taxes ,False,,midterms_messaging,Lawrence K.,,,,,,False
7327375522655178014,2024-01-23T14:20:24,55.0,US,,36700.0,94.0,825.0,824400.0,#trump #trump2024 #donaldtrump #president #election #trump2024🇺🇸 ,False,,zawi.movies,zawi,,,,,,False
7180511110708170027,2022-12-23T19:50:34,15.0,US,,27200.0,1828.0,2325.0,251400.0,Are we really surprised? 😂😂😂 #leftist #liberal #lgbt🏳️‍🌈 #democrat #bluewave #politics #greenscreen ,False,,airosent,airosent,,,,,,False
7183190233893096750,2022-12-31T01:07:00,115.0,US,,5775.0,256.0,1076.0,217000.0,A must watch. #politics #democrat #republican #fyp #trump #taxes #michaelcohen #msnbc #deadlinewhitehouse ,False,,karaaah,Kara,,,,,,False
7329306553809538350,2024-01-28T19:13:13,117.0,US,"trump tax bill 2017, trump tax increase 2024, child tax credit, Shane Gillis Trump, 100k salary tax refund 2024",22900.0,2475.0,1830.0,352300.0,i need y'all to educate yourselves amd stop whining! PAY ATTENTION! #taxes #taxes2024 #trumptaxplan #taxseason ,False,,mistyknight40,Sunshine-E🦋🌻,,,,,,False
7303763032574889259,2023-11-20T23:10:57,213.0,US,,7528.0,395.0,262.0,382400.0,#trump tax return will be released court ordered #fraud #taxreturn ,False,,importantnewsoftheday,News of the day!,,,,,,False
7183073471004445994,2022-12-30T17:33:48,10.0,US,,511.0,122.0,501.0,128900.0,Bruh! WHAT?!?!?! #trumptaxreturns #trumptaxes ,False,,fm_network,FMnetwork,,,,,,False
7289258243078016298,2023-10-12T22:04:58,32.0,US,"Lawyer, attorney, lawyer vs attorney, donald trump drinker, Shane Gillis Trump",5845.0,117.0,814.0,229900.0,Trump lawyer Alina Habba speaks on leaked tax returns #trump #indictment #presidenttrump #trumpindictment #lawyer ,False,,veracity.news,Veracity News,,,,,,False
7179825891655273774,2022-12-21T23:31:31,57.0,US,,6288.0,51.0,405.0,66500.0,Change the tax laws if you don’t like it. #HolidayOREOke #fyp #republican #conservative #democrat #liberal #greenscreen #trump #taxes #business ,False,,bfrashine,вяαη∂ση,,,,,,False
7179705238230732075,2022-12-21T15:43:25,29.0,US,"trumps taxes, Green Screen Videos, Shane Gillis Trump, Tax Man, Green Screen Video Effect, donald trump drinker, Fanum Tax Returns Agent, alix earle trump response",18600.0,831.0,3775.0,385000.0,Not surprised! #greenscreen #greenscreenvideo #fyp ,False,,harryjsisson,Harry,,,,,,True
7331213276577025322,2024-02-02T22:32:12,47.0,US,,276.0,18.0,255.0,50400.0,Replying to @Tina Connell580 #greenscreen #taxes #taxreturn #taxrefund ,False,,__ninzim,__ninzim,,,,,,False
7330267638679096619,2024-01-31T09:22:31,65.0,US,,2680.0,420.0,381.0,182700.0,Replying to @Travel Hon Trump’s 2017 Tax Bill Changed our Taxes!  #taxtok #taxes #election2024 #2024election #election #taxrefund #taxtips #fileyourtaxes #taxnews #taxtipsandtricks ,False,,ahadthecpa,Ahad the CPA | Tax Expert,,,,,,False
7329935034205490474,2024-01-30T11:52:30,110.0,US,,6791.0,639.0,680.0,67300.0,#greenscreen trump’s tax returns and lies. #trumpstaxereturns #IRS #taxes #democratsoftiktok #lockhimup #charleslittlejohn #progressivesontiktok #lawrencek #midterms_messaging #taxes ,False,,midterms_messaging,Lawrence K.,,,,,,False
7327375522655178014,2024-01-23T14:20:24,55.0,US,,36700.0,94.0,825.0,824400.0,#trump #trump2024 #donaldtrump #president #election #trump2024🇺🇸 ,False,,zawi.movies,zawi,,,,,,False
7180511110708170027,2022-12-23T19:50:34,15.0,US,,27200.0,1828.0,2325.0,251400.0,Are we really surprised? 😂😂😂 #leftist #liberal #lgbt🏳️‍🌈 #democrat #bluewave #politics #greenscreen ,False,,airosent,airosent,,,,,,False
7183190233893096750,2022-12-31T01:07:00,115.0,US,,5775.0,256.0,1076.0,217000.0,A must watch. #politics #democrat #republican #fyp #trump #taxes #michaelcohen #msnbc #deadlinewhitehouse ,False,,karaaah,Kara,,,,,,False
7329306553809538350,2024-01-28T19:13:13,117.0,US,"trump tax bill 2017, trump tax increase 2024, child tax credit, Shane Gillis Trump, 100k salary tax refund 2024",22900.0,2475.0,1830.0,352300.0,i need y'all to educate yourselves amd stop whining! PAY ATTENTION! #taxes #taxes2024 #trumptaxplan #taxseason ,False,,mistyknight40,Sunshine-E🦋🌻,,,,,,False
7303763032574889259,2023-11-20T23:10:57,213.0,US,,7528.0,395.0,262.0,382400.0,#trump tax return will be released court ordered #fraud #taxreturn ,False,,importantnewsoftheday,News of the day!,,,,,,False
7183073471004445994,2022-12-30T17:33:48,10.0,US,,511.0,122.0,501.0,128900.0,Bruh! WHAT?!?!?! #trumptaxreturns #trumptaxes ,False,,fm_network,FMnetwork,,,,,,False
7289258243078016298,2023-10-12T22:04:58,32.0,US,"lawyer, attorney, lawyer vs attorney, donald trump drinker, Shane Gillis Trump",5845.0,117.0,814.0,229900.0,Trump lawyer Alina Habba speaks on leaked tax returns #trump #indictment #presidenttrump #trumpindictment #lawyer ,False,,veracity.news,Veracity News,,,,,,False
7179825891655273774,2022-12-21T23:31:31,57.0,US,,6288.0,51.0,405.0,66500.0,Change the tax laws if you don’t like it. #HolidayOREOke #fyp #republican #conservative #democrat #liberal #greenscreen #trump #taxes #business ,False,,bfrashine,вяαη∂ση,,,,,,False
7338502131781012778,2024-02-22T18:00:00,61.0,US,"Conservative, History Tiktok, historytok, history theories",2489.0,262.0,24.0,47200.0,"What is ""Conservatism?"" | Political Ideologies Explained! #fyp #history #conservatism #conservatives #politics #facts",False,,simplystatedhistory,SimplyStatedHistory,,,,,,False
7242411229367602474,2023-06-08T16:14:35,177.0,US,,11700.0,625.0,948.0,89600.0,A new Gallup Poll shows that Americans who identify as socially conservative has reached a decade high. #greenscreen #fyp #foryoupage #conservative #Republican #politics #MAGA #Trump #DeSantis #redpilltiktok #genz #millennial ,False,,greg_price11,Greg Price,,,,,,False
7229461413528456490,2023-05-04T18:42:48,136.0,US,,270.0,3.0,25.0,6087.0,Replying to @. Rise of Conservatism,False,,apushladyboss,Annie Jenson,,,,,,False
