video_id,video_timestamp,video_duration,video_locationcreated,suggested_words,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,video_stickers,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount,author_verified
7104707494194269482,2022-06-02T14:13:40,15.0,US,,106.0,1.0,4.0,4690.0,We do a lot 😂👍🏻 #foryou #publicsafety,False,,chayse.me,Chayse ,,,,,,False
7167954365922151726,2022-11-19T23:43:58,23.0,US,,35800.0,974.0,228.0,323000.0,No public safety schedule is glamorous…!! #copsoftiktok #firefighter #publicsafety #threebestfriends #ems #tiktok #fyp ,False,,elevendouble9,Eleven Double 9,,,,,,False
7277689387939417386,2023-09-11T17:52:00,46.0,US,,157600.0,2252.0,163.0,839100.0,That must mean the car is in the bike #collegelife #campussecurity #publicsafety #stolenbikes #college ,False,,collegelifeshorts,College Life,,,,,,False
7176634327122365738,2022-12-13T09:06:40,20.0,US,"disposable straws, disposable pot",1100000.0,249900.0,13800.0,15800000.0,"@tiktok this ISN’T a promotion, its a PSA. (But lets use a backup in case) This platform has too many users whom present them as being safe 🤦‍♂️  #vape #vapor #ecig #elfbar #elfbars #disposable #vapetok #psa #publichealth #pulmonary #lungs #notsafe #quitter #quit #quitsmoking #quitvaping ",False,,adequatevapor,AdequateVapor,,,,,,False
7212690611852578094,2023-03-20T14:03:32,50.0,US,,15700.0,2171.0,1110.0,299900.0,It’s not about “safety” and it never has been. #chicago #crime #publicsafety #traffic ,False,,illinoispolicy,Illinois Policy,,,,,,False
7203203203419131178,2023-02-22T23:27:28,52.0,US,"safety, car parking, Parking For Disabled Amputated, beverly hills cop, mango park police, banshee cop gets revenge beats up, mango park police back of the mall, avi undercover cop, river crossing filter police",1251.0,21.0,33.0,61200.0,Man Confronts Cop Illegally Parked #publicsafety #cops #education #fyp  #fypシ #police #awarenessvideo ,False,,publicsafetyunleashed,Public Safety Unleashed,,,,,,False
7203642594478378282,2023-02-24T03:53:41,58.0,US,"sixflags, Six Flags Magic Mountain, safety, Stitch, Security Guard, six flags worker, Six Flags Magic Mountain California, Six Flags Amusement Park, six flags outfits, Six Flags Amusement Park Outfit",1548.0,75.0,346.0,51800.0,"#stitch with @sfmagicmountain this opinion is strictly based off my views towards officer/guard safety. If you think officers need vests due to what theyre handling on the job, then they should be armed security officers not unarmed. #sixflags #sixflagsmagicmountain #publicsafety #dutyvest #uniform #unarmedsecurity #security #privatesecurity #securityoftiktok #securityofficer #safety #notacop #fyp ",False,,notacopofficial,NotACop,,,,,,False
7269069191636929835,1969-12-31T19:00:00,,,,,,,,,False,,,,,,,,,False
7228375510567456042,2023-05-01T20:28:57,15,US,"10-35 police, 10 codes for police, police codes, 521 Code, Code Software",6372,99,40,445700,In case you want to know what the police codes mean. #emergency #fyp #foryoupage #foryou #911 #policescanner #scanner #dispatch #police #codes #publicsafety ,False,,emergencyscanner,Urgency Emergency,,,,,,False
7311544747728932138,2023-12-11T22:28:05,31,US,"safety, texas ranger",5364,66,64,64000,"The Texas Department of Public Safety launched Operation Flat Top on October 2023 as part of Gov. Greg Abbott’s border security mission, Operation Lone Star, to thwart heavily arm^d c*rtel activity occurring in Mexico from spilling over into Fronton, Texas, in Starr County. G*nfire can often be heard in the border towns of Fronton and Roma, Texas, where warring Mexican c^rtels are fighting for control over sm^ggling routes leading through the Mexican border towns of L*s Guerra (across from Fronton) and Miguel Aleman (across from Roma) to eventually cross the Rio Grande River into Texas. Texas DPS tactical units have been active along the border as part of Operation Lone Star (OLS), including a Texas DPS Texas Rangers Special Operations unit, which has taken control of Fronton Island on October 2nd, 2023. The TxDPS Rangers Special Operations Group planted a Texas flag on Fronton Island... They continue to disrupt and stop Mexican c^rtel operations there and along the border.😮‍💨 #texasdps  #history #frontontexas  #texasmilitarydepartment #operationlonestar #riogrande  #txdps #tacticalunit #operationflattop #greggabbott  #comeandtakeittexas #smuggling #frontonisland  #texasrangers #texasnationalguard #texansbeingtexans  #texasbordercrisis #crisis #texanservingtexans ",False,,feared.texas,♱,,,,,,False
7181414623466278187,2022-12-26T06:18:20,20,US,,179200,28800,1390,2100000,"#duet with @vapefacts Don’t junky puff your vape folks! Vaping, albeit not as bad as smoking cigarettes is still TERRIBLE for you. This is just one thing that can go wrong. Please don’t vape! #vape #vaping #vapingistheworse #vapingproblems #vapeproblems #dontvape ",False,,doctoryoun,Doctor Youn,,,,,,True
7348163222853160235,2024-03-19T15:46:27,52,US,,87,1,9,1612,Omaha police said the call was made to put the loose steer down for public safety. https://www.ketv.com/article/omaha-police-officers-loose-steer-nebraska-beef/60246345,False,,ketv7newswatch,ketv7newswatch,,,,,,False
7104707494194269482,2022-06-02T14:13:40,15,US,,106,1,4,4690,We do a lot 😂👍🏻 #foryou #publicsafety,False,,chayse.me,Chayse ,,,,,,False
7167954365922151726,2022-11-19T23:43:58,23,US,,35800,974,228,323000,No public safety schedule is glamorous…!! #copsoftiktok #firefighter #publicsafety #threebestfriends #ems #tiktok #fyp ,False,,elevendouble9,Eleven Double 9,,,,,,False
7277689387939417386,2023-09-11T17:52:00,46,US,,157600,2252,163,839100,That must mean the car is in the bike #collegelife #campussecurity #publicsafety #stolenbikes #college ,False,,collegelifeshorts,College Life,,,,,,False
