,video_id,video_timestamp,video_duration,video_locationcreated,suggested_words,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,video_stickers,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount,author_verified,search_term,year
238,7079886877960228142,2022-03-27T16:56:59,28.0,US,,111.0,0.0,0.0,2402.0,What Is Unemployment Insurance and Why Does It Matter? #consciousmoneyschool #unemployment,False,,consciousmoneyschool,Conscious Money School ⭐️💚💰,,,,,,False,Unemployment Insurance,2020
239,7295905041708305670,2023-10-30T19:57:51,96.0,CA,,2099.0,96.0,141.0,66600.0,"Even in receiving unemployment insurance, be prepared to get taxed on the money you get from the government #taxes #canada #unemployment ",False,,supermariozelaya,Mario Zelaya,,,,,,False,Unemployment Insurance,2020
240,7190150288982953258,2023-01-18T19:15:26,39.0,US,"Day Off From Work, vacation, pto requests, unlimited pto, unpaid time off",1100000.0,104300.0,11000.0,11800000.0,It's not a request 😂 #pto #paidtimeoff #vacation #daysoffwork ,False,,christianjmaldonado,Christian Maldonado,,,,,,True,Paid Time Off,2020
241,7187161975959325995,2023-01-10T17:59:21,38.0,US,,1400000.0,107400.0,6545.0,12100000.0,"Here is how you can take 40 days off with only 15 vacation days. If you had 19 vacation days, you could take up to 47 days off.  Also, do you take all your vacation days every year? #pto #vacation #paidleave #work #vaca #timeoff #personalfinance",False,,johnsfinancetips,John Liang,,,,,,False,Paid Time Off,2020
242,7300693916607663403,2023-11-12T16:41:16,44.0,US,,15500.0,132.0,160.0,391100.0,"Paid time off is part 👏 of 👏 your 👏 compensation 👏 just like your salary, 401k match, healthcare benefits, etc.  🤝 Requesting PTO is not asking the company to do you a favor. It’s notifying your employer you are utilizing part of your agreed upon deal.  ⏰ Coordinating good times to take off is one thing, but repeatedly getting denied time off for no good reason is another.  👉 If this is you, try having a frank conversation with your manager. If they continue to be difficult or unreasonable, I would highly recommend looking for a new job/manager.  You got this! 👏 #greenscreen #pto #paidtimeoff #vacation #holiday #holidays #1min #longervideos #corporate #work #job #communication #boss #manager #coworker #howto #tiktoktaughtme #careeradvice #lifeadvice #advicewitherin #careertiktok ",False,,erinmcgoff,AdviceWithErin✨,,,,,,True,Paid Time Off,2020
243,6998140849947217158,2021-08-19T10:00:40,24.0,US,,935500.0,217600.0,4254.0,13900000.0,Paid Time Off! #bullgrunt #youmightbeagrunt #readytolaydownasphalt,False,,bull_grunt,Curtis Helms,,,,,,False,Paid Time Off,2020
244,7281037286513462571,2023-09-20T18:23:25,87.0,US,"vacation, unlimited pto, when you're on vacation, Vacation TikTok, Working Motivations, Work Motivation, job training on off days, 11 day vacation, Going On Vacation",363600.0,4900.0,1307.0,2500000.0,Use all of your PTO days if you have them! 😂 #pto #paidtimeoff #vacationdays ,False,,christianjmaldonado,Christian Maldonado,,,,,,True,Paid Time Off,2020
245,7319902102090763562,2024-01-03T10:58:55,63.0,US,"Work Life, illinois, Day Off From Work",7743.0,2613.0,295.0,81900.0,Paid time off for all workers!? #pto #paidleaveforall #illinois #newlaws #inthenews #businessnews #paidtimeoff #paidtimeoff😏 #paidtimeoffmatters ,False,,lifeandworkbutbetter,Spicy Millenial Work + News,,,,,,False,Paid Time Off,2020
246,7338109605051911467,2024-02-21T12:33:23,64.0,US,"Summer Vacation, Travel Vacation, Summer Vacation Ideas, Resorts In Florida, Travel Vacation Trip, iceland, Iceland Vacation, vacation, Traveling Ideas, Florida Vacation Spots",848.0,60.0,10.0,44200.0,Maximize your time off this summer!! Here are some trips to take with your PTO! #pto #timeoff #paidtimeoff #vacationmode #florida #floridatravel #weekendtrip #travelbucketlist #traveltips #thingstodo #vacationideas #swimming #gaylordpalmresorts #icelandadventure #icelandtravel #summertrip ,False,,followmeaway,Followmeaway,,,,,,True,Paid Time Off,2020
247,7208002925430459694,2023-03-07T21:52:56,15.0,US,,1386.0,90.0,55.0,68200.0,Paid time off in California #employmentlaw #lawyersoftiktok #employmentlawyer #workersrights #vacation ,False,,know.d.law,D.Law,,,,,,False,Paid Time Off,2020
248,7236751066971311403,2023-05-24T10:10:22,61.0,US,,2927.0,427.0,54.0,103300.0,My best tips for using your PTO at work.⏰ #paidtimeoff #pto #corporatetiktok #corporatetok #corporatelife #corporateamerica #takingpto #howtotakepto #corporatetips #leadershiptips #leadershipadvice #leadershipexpert #leadershipdevelopment #authorsoftiktok #careerconfidence #careeradvocacy #selfadvocacy ,False,,selenarezvani,Selena Rezvani,,,,,,True,Paid Time Off,2020
249,7195700680416398634,2023-02-02T18:13:50,38.0,US,,620700.0,14700.0,2711.0,3800000.0,When they even encourage you to use all of your PTO 🥲 #pto #paidtimeoff #vacation #daysoffwork ,False,,christianjmaldonado,Christian Maldonado,,,,,,True,Paid Time Off,2020
250,7178968206135053614,2022-12-19T16:03:19,5.0,US,,7405.0,18.0,45.0,65100.0,And that paid time off with holiday breaks hit different 😮‍💨 #mylife #foryourpage ,False,,selfcarebeautyyy,Selfcarebeautyyy 🩵,,,,,,False,Paid Time Off,2020
251,7269019755238018334,2023-08-19T09:10:16,59.0,US,"australia, Corporate Life, Corporate Jobs, Hr Jobs, Work Travel, Life In Corporate Jobs, Corporate Speak, Work And Travel Usa, Jobs In America, corporate called you're fired",8671.0,366.0,561.0,183600.0,#timeoff #australia #usa #corporate #worktok #hrtiktok #sabbatical ,False,,managermethod,Manager Method,,,,,,False,Paid Time Off,2020
252,7190150288982953258,2023-01-18T19:15:26,39.0,US,"Day Off From Work, vacation, pto requests, unlimited pto, unpaid time off",1100000.0,104300.0,11000.0,11800000.0,It's not a request 😂 #pto #paidtimeoff #vacation #daysoffwork ,False,,christianjmaldonado,Christian Maldonado,,,,,,True,Paid Time Off,2020
253,7187161975959325995,2023-01-10T17:59:21,38.0,US,,1400000.0,107400.0,6545.0,12100000.0,"Here is how you can take 40 days off with only 15 vacation days. If you had 19 vacation days, you could take up to 47 days off.  Also, do you take all your vacation days every year? #pto #vacation #paidleave #work #vaca #timeoff #personalfinance",False,,johnsfinancetips,John Liang,,,,,,False,Paid Time Off,2020
254,7300693916607663403,2023-11-12T16:41:16,44.0,US,,15500.0,132.0,160.0,391100.0,"Paid time off is part 👏 of 👏 your 👏 compensation 👏 just like your salary, 401k match, healthcare benefits, etc.  🤝 Requesting PTO is not asking the company to do you a favor. It’s notifying your employer you are utilizing part of your agreed upon deal.  ⏰ Coordinating good times to take off is one thing, but repeatedly getting denied time off for no good reason is another.  👉 If this is you, try having a frank conversation with your manager. If they continue to be difficult or unreasonable, I would highly recommend looking for a new job/manager.  You got this! 👏 #greenscreen #pto #paidtimeoff #vacation #holiday #holidays #1min #longervideos #corporate #work #job #communication #boss #manager #coworker #howto #tiktoktaughtme #careeradvice #lifeadvice #advicewitherin #careertiktok ",False,,erinmcgoff,AdviceWithErin✨,,,,,,True,Paid Time Off,2020
255,6998140849947217158,2021-08-19T10:00:40,24.0,US,,935500.0,217600.0,4254.0,13900000.0,Paid Time Off! #bullgrunt #youmightbeagrunt #readytolaydownasphalt,False,,bull_grunt,Curtis Helms,,,,,,False,Paid Time Off,2020
256,7281037286513462571,2023-09-20T18:23:25,87.0,US,"vacation, unlimited pto, when you're on vacation, Vacation TikTok, Working Motivations, Work Motivation, job training on off days, 11 day vacation, Going On Vacation",363600.0,4900.0,1307.0,2500000.0,Use all of your PTO days if you have them! 😂 #pto #paidtimeoff #vacationdays ,False,,christianjmaldonado,Christian Maldonado,,,,,,True,Paid Time Off,2020
