,video_id,video_timestamp,video_duration,video_locationcreated,suggested_words,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,video_stickers,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount,author_verified,search_term,year
0,7307061594339462443,2023-11-29T20:31:07,47.0,US,,27.0,0.0,3.0,380.0,"While celebrity endorsements of products work, celebrity endorsements of politicians usuallly fall flat. Here’s why. What else are you curious about in politics? Im a Washington Post political reporter, helping explain what’s going on, here on Tik Tok and in my free daily newsletter, The 5-Minute Fix. #elections2024 #politics #news ",False,,byamberphillips,Amber Phillips,,,,,,False,Political Endorsements,2024
1,7151570188121476395,2022-10-06T21:05:01,71.0,US,,37400.0,777.0,622.0,407700.0,Laura Kelly has worked across the aisle to deliver for Kansans. That’s why she’s received the endorsements of high profile Republicans across the state. #Kansas #LauraKelly #democrat #democratsoftiktok #RachelMaddow #MSNBC #midterms #politics ,False,,demgovs,Democratic Governors,,,,,,True,Political Endorsements,2024
2,7321759108762225951,2024-01-08T11:05:39,27.0,US,"trumpets in the sky 2024, biden fall collection",112.0,219.0,760.0,30800.0,Obama endorsing Biden #obiden #fjb #reelection #trump2024 #joebiden #fyp #obama #endorsement #biden #politics #whatdemocracy? #whatdemocracy #election2024 #saveamerica ,False,,redpillpusher1776,redpillpusher1776,,,,,,False,Political Endorsements,2024
3,7245358273304595754,2023-06-16T14:50:43,57.0,US,,14.0,2.0,16.0,775.0,The American Federation of Teachers has endorsed #JoeBiden for re-election. Hopefully #teachers remember this when they pay their #union dues. Randi Weingarten and the #AFT put politics over teachers.  #education #unions #teachersunion #politics #endorsement #schools #news #randiweingarten,False,,americansfair_,Americans for Fair Treatment,,,,,,False,Political Endorsements,2024
4,7327368924704623915,2024-01-23T13:54:18,49.0,US,,2194.0,83.0,525.0,66900.0,#greenscreen #taylorswift #endorse #sleepyjoe #superawesome #freethinker #freethinking #ftl ,False,,superawesomeftl,SuperawesomeFTL,,,,,,False,Political Endorsements,2024
5,7326029454394936619,2024-01-19T23:16:26,137.0,US,,866.0,35.0,49.0,7671.0,#fyp #foryourpage #foryou #news #trump #politics #unitedstates #president #timscott #viral #donaldtrump #viralvideo #newhampshire #endorse #2024 ,False,,askslick,🔥WE NEED TRUMP🔥,,,,,,False,Political Endorsements,2024
6,7261811337477492010,2023-07-30T22:56:56,87.0,US,,6694.0,280.0,234.0,177700.0,#tiktokpolitics #fyp #trumprally #Erie #ramaswamy2024 ,False,,smokescreek,SmokesCreek,,,,,,False,Political Endorsements,2024
7,7290141010150100266,2023-10-15T07:11:15,117.0,US,,101.0,1.0,6.0,1102.0,#karilake #arizon #trump #trump2024 #donaldtrump #donaldtrump2024 #news #parati #politics #political #politicalnews #politicstiktok #politicaltiktok #fyp #foryou ,False,,2minutesago1,2 Minutes Ago,,,,,,False,Political Endorsements,2024
8,7308086229994687790,2023-12-02T14:47:16,219.0,US,,843.0,54.0,120.0,8602.0,#greenscreenvideo #greenscreen #politics #blm #trump #iowa #rally #trump2024 #trump2024 #president #political #foryourpage #fyp #support #love #amazing #blacklivesmatter #endorse ,False,,askslick,🔥WE NEED TRUMP🔥,,,,,,False,Political Endorsements,2024
9,7329242214712855851,2024-01-28T15:03:41,45.0,US,,773.0,159.0,125.0,23800.0,Snoop Dogg Now Says He Endorses Donald Trump #snoopdogg #snoopdog #snoopdoggydogg #donaldtrump #trump #presidentialelection #fyp #musicnewsdaily #musicnews #rapnews #politics #news #popculture #rapmusicnews ,False,,beatgrade,beatGrade,,,,,,False,Political Endorsements,2024
10,7147840191150083374,2022-09-26T19:50:37,46.0,US,,1871.0,64.0,61.0,9253.0,🚨 WE WERE JUST ENDORSED by @Sarah E. Stogner 🦄! Check out our latest ad 👆 #democrat #texas #politics ,False,,lukewarfordtx,Luke Warford,,,,,,False,Political Endorsements,2024
11,7345526982903368965,2024-03-12T13:16:19,199.0,GH,,3782.0,270.0,90.0,78600.0,NPP Vice Chairman endorses NDC MP #micky #fypシ゚viral #fypシ #politics #ghanatiktok🇬🇭 #ghanatiktokers🇬🇭🇬🇭🇬🇭 ,False,,mickyassinnorth,Micky Assin North,,,,,,False,Political Endorsements,2024
12,7307061594339462443,2023-11-29T20:31:07,47.0,US,,27.0,0.0,3.0,380.0,"While celebrity endorsements of products work, celebrity endorsements of politicians usuallly fall flat. Here’s why. What else are you curious about in politics? Im a Washington Post political reporter, helping explain what’s going on, here on Tik Tok and in my free daily newsletter, The 5-Minute Fix. #elections2024 #politics #news ",False,,byamberphillips,Amber Phillips,,,,,,False,Political Endorsements,2024
